snoring,respirationrate,bodytemperature,sleepinghours,heartrate,stresslevel
72,29,100.7,5.06,91,4
78,39,109.28,1.12,112,5
30,17,97.93,8.15,65,1
35,12,98.8,7.56,72,1
72,7,100.28,10.07,92,4
40,15,97.64,8.01,61,1
70,7,95.22,10.15,46,4
83,1,82.31,1.38,43,5
57,24,99.62,5.77,90,3
68,6,95.68,5.16,47,4
63,9,96.07,6.18,90,3
38,14,98.92,7.15,62,1
40,17,97.78,7.55,73,1
36,12,98.07,8.7,70,1
42,20,98.24,8.04,72,1
74,28,100.47,5.04,92,4
44,14,97.37,7.74,70,1
51,23,99.48,9.19,83,2
80,36,106.6,2.56,38,5
50,11,96.66,6.77,57,2
86,35,108.34,1.19,119,5
56,26,95.96,6.27,88,3
33,13,98.92,7.68,74,1
63,9,96.34,5.72,89,3
37,16,97.38,8.12,72,1
55,22,96.83,9.18,58,2
31,15,97.73,8.66,71,1
63,8,96.14,5.87,86,3
52,10,99.32,6.7,81,2
57,8,99.92,5.67,53,3
59,24,99.62,5.62,89,3
61,8,99.67,5.67,86,3
71,28,95.43,10.04,91,4
46,21,99.37,6.58,83,2
44,18,98.79,8.73,68,1
88,36,81.3,1.02,38,5
63,9,96.25,5.66,90,3
41,14,97.19,8.64,73,1
59,8,99.99,5.73,88,3
44,20,97.83,7.2,63,1
70,7,95.23,5.2,94,4
70,29,95.03,10.46,45,4
79,2,107.84,0.09,122,5
40,17,97.76,8.09,77,1
75,29,100.63,5.15,46,4
39,16,97.54,8.79,62,1
53,22,96.6,9.19,56,2
35,19,98.28,7.25,62,1
39,15,97.43,8.07,75,1
76,40,80.74,1.74,125,5
30,13,97.54,7.3,66,1
88,35,108.79,2.59,37,5
71,27,100.24,10.35,92,4
87,3,84.06,2.97,37,5
30,20,98.49,8.49,73,1
45,15,98.73,7.84,60,1
73,27,100.38,10.12,94,4
64,25,96.09,6.03,88,3
31,13,97.45,8.55,73,1
72,30,95.31,10.34,100,4
60,24,99.82,5.74,89,3
55,10,99.35,9.33,58,2
70,27,95.66,5.04,47,4
39,18,97.63,8.03,68,1
68,28,100.62,5.03,97,4
58,24,96.07,6.05,89,3
38,19,97.47,8.15,79,1
66,27,100.65,10.45,97,4
71,28,100.59,5.23,97,4
55,11,96.75,9.49,55,2
62,25,96.2,6.39,54,3
33,19,98.25,8.63,80,1
81,40,82.58,3.16,40,5
69,29,100.25,10.11,47,4
46,10,96.79,6.75,83,2
67,28,100.68,10.26,91,4
62,26,99.74,6.25,50,3
30,19,97.86,8.93,62,1
51,23,96.67,9.1,81,2
62,26,96.08,5.65,52,3
61,26,99.95,5.8,53,3
64,25,99.99,5.86,51,3
77,35,108.58,0.17,110,5
90,37,84.38,0.49,111,5
45,19,97.29,8.67,68,1
54,23,99.41,6.71,84,2
48,10,96.71,6.84,55,2
85,33,107.34,0.2,43,5
49,21,96.53,9.22,82,2
62,9,99.72,6.24,90,3
47,11,96.84,9.13,85,2
59,9,96.19,5.7,89,3
33,15,98.26,7.04,65,1
58,24,96.02,6.21,52,3
87,2,108.28,2.57,37,5
48,23,96.88,6.83,57,2
39,16,97.44,7.86,71,1
39,17,98.32,8.2,65,1
57,25,96.23,6.11,51,3
44,13,97.66,7.15,62,1
64,9,96.34,6.36,52,3
61,9,99.63,5.73,90,3
51,23,99.27,6.82,55,2
58,8,99.87,6.3,52,3
65,25,99.89,6.38,87,3
45,19,97.82,7.67,68,1
72,6,95.25,5.08,95,4
47,11,96.77,9.23,57,2
57,9,96.0,5.8,50,3
65,9,96.05,5.61,90,3
81,35,109.49,1.12,127,5
47,22,96.6,6.86,58,2
73,7,100.58,5.16,94,4
36,16,98.2,7.5,61,1
54,10,96.7,6.67,83,2
67,7,100.43,5.3,48,4
32,15,97.56,7.5,67,1
87,38,108.96,3.83,110,5
46,21,96.78,6.79,59,2
44,15,98.81,8.7,73,1
51,10,99.37,9.12,59,2
73,6,95.03,10.45,97,4
72,6,100.47,5.25,95,4
67,6,100.29,5.11,95,4
46,11,99.31,9.25,82,2
58,8,96.12,5.78,87,3
78,0,80.11,3.01,116,5
38,12,97.4,8.36,63,1
62,25,96.29,5.65,53,3
56,24,99.99,6.38,51,3
35,15,98.12,8.44,63,1
90,0,84.5,3.15,38,5
48,11,96.79,9.41,85,2
63,26,96.0,6.2,53,3
69,27,100.6,10.29,100,4
37,15,97.76,7.73,60,1
50,10,96.85,6.78,81,2
77,35,105.3,1.64,42,5
86,38,107.35,2.92,41,5
58,26,95.93,6.01,89,3
82,3,106.37,1.71,37,5
42,14,98.04,8.81,71,1
42,12,98.94,7.03,66,1
39,20,97.81,8.27,61,1
56,25,96.28,6.3,87,3
66,6,95.58,10.24,46,4
37,17,98.59,7.48,67,1
39,19,97.66,8.49,77,1
56,24,96.34,5.62,89,3
77,2,108.76,2.2,115,5
77,0,107.95,3.65,123,5
76,31,108.25,1.17,44,5
43,15,98.51,7.15,73,1
41,16,97.26,7.61,79,1
73,6,100.45,5.3,95,4
58,26,96.28,6.36,53,3
31,13,98.65,7.83,73,1
57,8,96.19,6.38,86,3
48,21,99.12,6.8,83,2
86,4,106.15,1.07,114,5
84,0,106.7,1.67,44,5
54,11,96.89,9.32,83,2
64,8,96.36,5.88,53,3
34,19,98.43,7.26,70,1
73,7,95.58,5.15,100,4
75,30,95.63,10.32,46,4
70,6,95.48,10.38,97,4
57,24,96.22,5.53,88,3
43,16,97.19,7.2,63,1
78,37,109.0,1.12,124,5
47,11,96.8,9.15,83,2
73,7,100.5,5.11,49,4
79,2,106.39,3.42,35,5
84,35,107.98,2.73,119,5
32,15,97.37,8.0,69,1
47,21,96.63,9.04,85,2
36,12,97.54,8.71,64,1
68,7,100.5,5.21,100,4
81,34,83.09,1.22,35,5
77,3,83.33,1.94,42,5
66,6,100.13,10.1,92,4
48,10,96.77,9.01,81,2
60,25,95.96,5.55,87,3
35,20,98.81,8.81,77,1
54,23,96.73,6.66,84,2
52,22,99.26,6.9,56,2
30,15,98.29,7.91,77,1
78,5,107.07,2.18,43,5
53,21,96.83,9.01,81,2
67,27,100.15,10.29,94,4
70,6,95.78,5.28,45,4
60,8,99.93,6.16,51,3
50,23,99.23,9.49,58,2
44,17,98.16,7.43,77,1
66,30,100.42,5.29,46,4
86,1,106.98,2.79,41,5
52,11,99.47,6.72,56,2
57,24,99.6,5.87,86,3
86,40,82.09,2.52,129,5
51,21,96.64,9.5,57,2
78,4,81.91,2.41,42,5
80,0,109.85,1.64,126,5
38,19,98.86,8.62,77,1
54,11,96.82,6.54,59,2
33,19,98.9,7.58,66,1
41,20,98.95,8.98,63,1
75,27,100.22,10.29,46,4
53,21,99.27,6.64,58,2
85,4,106.08,0.7,41,5
64,24,95.96,5.72,90,3
40,13,97.66,7.12,61,1
46,22,96.78,6.74,81,2
87,32,81.8,0.45,42,5
60,8,99.71,5.62,54,3
46,10,96.68,6.72,85,2
66,7,100.6,5.17,49,4
56,24,99.67,6.23,53,3
69,6,100.43,5.29,92,4
32,18,98.5,8.09,62,1
38,17,98.88,7.58,66,1
51,10,96.82,6.74,58,2
63,9,96.06,6.03,88,3
30,20,98.18,7.34,66,1
63,9,99.68,6.32,90,3
48,23,99.26,6.62,57,2
64,8,99.94,5.84,88,3
72,7,95.36,10.46,49,4
86,36,106.21,1.42,116,5
70,6,100.45,5.23,95,4
72,30,100.14,10.38,93,4
47,21,99.49,6.79,81,2
35,18,98.87,8.43,67,1
37,18,98.16,8.42,62,1
32,16,98.29,7.06,68,1
34,12,97.3,7.86,69,1
33,14,98.57,8.09,63,1
63,25,99.89,6.36,51,3
59,24,96.02,5.68,50,3
86,5,105.89,3.39,118,5
51,10,96.72,6.73,59,2
76,4,82.12,0.76,114,5
69,7,100.17,10.19,95,4
71,7,95.76,5.2,93,4
65,8,96.29,5.66,90,3
43,14,98.69,8.04,79,1
88,38,109.71,0.04,39,5
87,3,81.78,2.98,111,5
52,10,99.22,6.69,84,2
66,27,100.18,5.17,98,4
82,4,106.58,3.27,126,5
40,16,98.73,8.22,78,1
68,7,100.7,10.23,48,4
45,18,97.88,7.0,60,1
73,29,95.66,10.2,47,4
82,39,109.72,1.49,38,5
79,33,84.47,0.48,124,5
34,19,97.05,7.94,68,1
32,19,97.34,8.41,69,1
72,6,100.52,10.27,48,4
31,13,98.32,8.07,63,1
43,16,97.91,7.29,67,1
76,36,80.17,1.99,37,5
79,36,84.97,3.0,121,5
64,9,96.28,6.32,88,3
36,15,98.3,7.91,67,1
79,0,107.81,2.96,114,5
59,24,96.11,5.58,86,3
58,8,96.33,5.73,88,3
31,16,97.69,7.95,80,1
37,16,97.09,8.66,69,1
73,28,95.2,10.47,95,4
53,22,96.69,6.63,85,2
37,13,97.79,7.62,78,1
42,14,98.26,7.94,65,1
48,21,96.73,9.34,57,2
65,8,96.37,6.01,88,3
74,27,95.66,10.29,98,4
81,36,107.39,1.22,42,5
48,10,96.84,6.66,83,2
76,34,107.59,3.6,124,5
83,34,81.8,2.08,130,5
38,13,97.97,8.68,70,1
52,21,99.47,6.63,56,2
60,25,96.01,5.62,50,3
48,23,96.77,9.32,85,2
58,25,96.29,5.68,51,3
90,0,80.1,1.55,43,5
68,30,95.5,10.31,47,4
71,7,100.66,10.24,97,4
76,32,81.71,3.96,110,5
47,11,99.34,6.55,57,2
40,12,98.72,7.23,67,1
46,22,96.55,6.81,55,2
86,40,107.55,1.4,39,5
76,40,106.21,3.14,130,5
71,30,100.41,10.43,98,4
60,24,96.02,6.09,53,3
87,3,108.18,2.97,121,5
68,27,95.55,5.32,46,4
44,20,97.6,8.92,70,1
33,18,97.51,7.2,70,1
66,7,100.11,10.08,98,4
62,9,99.83,6.39,54,3
88,1,107.77,1.61,44,5
55,22,99.32,9.42,59,2
56,8,96.37,6.32,87,3
89,33,106.01,0.3,126,5
36,13,97.02,8.92,75,1
70,27,95.75,10.36,96,4
89,4,83.33,0.15,125,5
77,34,82.72,2.14,111,5
46,10,96.58,6.6,56,2
46,23,99.23,6.58,57,2
52,10,96.85,9.05,85,2
70,6,100.55,5.06,93,4
53,10,96.56,6.72,59,2
75,7,100.17,10.27,95,4
42,14,97.06,7.46,72,1
85,3,107.13,1.17,111,5
51,10,96.81,9.19,57,2
64,24,99.94,6.11,89,3
47,23,96.77,6.53,56,2
55,11,96.52,6.59,59,2
66,29,95.68,5.09,100,4
79,2,109.09,1.36,110,5
41,18,98.16,7.84,65,1
36,20,97.13,7.66,60,1
59,8,99.65,5.69,89,3
81,31,108.97,3.72,116,5
41,14,97.66,8.21,76,1
63,24,99.99,5.63,88,3
83,39,109.47,2.27,110,5
74,29,100.36,10.33,49,4
53,11,96.69,9.24,59,2
50,23,99.13,6.86,81,2
56,9,96.4,5.6,86,3
55,10,96.52,9.19,58,2
69,7,95.32,10.42,48,4
74,30,95.33,10.41,45,4
60,26,99.98,5.8,52,3
64,8,96.01,5.86,90,3
59,24,95.92,5.62,88,3
85,0,80.25,2.15,127,5
32,13,97.63,7.71,64,1
79,3,105.73,2.49,122,5
52,21,96.85,9.49,81,2
60,8,95.91,6.15,52,3
51,11,99.34,9.45,85,2
50,11,99.21,9.33,81,2
50,11,99.44,6.73,55,2
48,10,99.41,6.55,81,2
30,15,98.23,7.15,71,1
58,9,96.23,6.18,53,3
62,26,96.14,6.23,89,3
70,7,100.33,10.18,47,4
48,21,96.75,6.58,59,2
82,0,109.06,0.13,117,5
62,8,96.18,6.21,53,3
89,34,83.77,2.19,113,5
33,17,98.27,8.82,69,1
64,8,99.95,6.18,50,3
59,24,99.71,5.65,52,3
82,34,83.19,1.45,44,5
89,32,108.94,3.91,37,5
88,0,107.04,0.23,42,5
88,39,80.55,1.34,116,5
43,19,98.43,8.32,72,1
68,6,95.18,5.13,98,4
46,21,96.65,6.89,59,2
73,6,95.3,5.08,99,4
65,9,96.11,5.87,50,3
83,38,105.56,0.27,110,5
32,15,98.02,8.37,76,1
41,12,98.33,8.72,73,1
32,15,98.24,8.07,62,1
87,5,107.17,0.31,35,5
75,7,100.49,10.22,98,4
87,5,80.41,3.78,116,5
90,31,80.5,2.05,40,5
73,30,100.26,5.03,48,4
49,22,96.65,9.45,81,2
70,27,100.34,5.37,100,4
71,7,100.23,10.07,100,4
47,10,96.62,9.23,81,2
58,9,99.88,6.13,90,3
65,26,99.62,5.56,54,3
58,26,96.11,6.24,90,3
56,8,99.67,5.83,53,3
43,14,97.49,8.19,76,1
79,2,107.18,3.44,125,5
50,22,96.77,6.73,84,2
85,35,81.19,0.37,124,5
41,16,98.51,7.94,63,1
74,7,100.48,5.03,49,4
46,23,99.32,9.21,82,2
33,19,97.97,8.09,75,1
54,22,96.52,6.82,82,2
89,36,80.86,2.98,40,5
34,15,98.07,7.69,68,1
61,24,99.74,6.15,53,3
67,6,95.54,5.13,46,4
54,21,99.16,9.24,85,2
81,3,84.46,1.84,124,5
58,8,96.06,5.8,90,3
34,20,98.52,7.05,78,1
59,8,99.91,6.26,51,3
34,16,98.22,7.88,71,1
88,34,80.14,2.72,125,5
54,23,99.45,9.45,85,2
78,40,80.45,2.78,128,5
34,15,97.67,8.03,77,1
76,3,106.88,3.36,121,5
70,29,95.39,5.11,45,4
63,25,99.8,5.82,87,3
76,1,84.96,1.37,124,5
63,9,99.69,5.5,50,3
55,22,99.47,9.49,57,2
53,11,99.22,9.36,81,2
83,38,109.49,0.45,121,5
69,6,95.78,5.17,45,4
50,10,99.47,6.86,57,2
61,26,96.23,5.52,51,3
51,11,99.41,6.64,59,2
66,6,95.47,10.45,93,4
55,23,96.55,6.8,57,2
60,25,99.71,6.06,86,3
30,13,97.75,8.35,70,1
30,16,97.66,7.3,66,1
51,11,96.53,9.38,84,2
49,10,99.14,6.74,59,2
69,6,95.61,10.24,49,4
48,22,99.24,6.54,83,2
50,22,99.14,9.15,84,2
43,15,97.1,8.76,71,1
60,8,96.38,5.84,54,3
80,32,84.73,3.09,119,5
48,23,96.8,9.21,82,2
68,27,95.3,5.22,91,4
35,19,98.78,8.8,63,1
42,18,97.81,8.93,73,1
89,5,105.68,2.67,126,5
32,15,98.05,7.56,63,1
50,11,99.48,9.41,84,2
58,25,99.65,6.4,88,3
88,39,106.41,2.49,43,5
84,3,84.45,2.29,129,5
56,26,99.94,6.31,52,3
31,13,98.57,7.99,75,1
56,9,99.71,6.18,53,3
56,8,96.05,6.02,53,3
73,7,95.4,5.14,49,4
52,10,96.76,9.49,85,2
69,6,95.79,10.31,92,4
46,11,96.86,6.56,85,2
69,7,95.06,5.08,46,4
62,25,99.88,5.69,89,3
80,33,82.13,3.84,38,5
60,8,99.88,6.38,51,3
62,26,99.76,5.53,90,3
74,29,95.4,5.3,93,4
47,22,99.25,6.6,84,2
35,14,97.98,8.52,73,1
61,8,99.64,6.31,89,3
74,6,95.72,5.37,99,4
58,26,95.94,6.29,86,3
46,21,96.67,9.03,57,2
64,25,99.91,5.51,87,3
83,36,106.63,3.15,119,5
87,3,82.69,0.24,40,5
59,26,99.87,6.22,51,3
78,34,105.31,3.41,36,5
82,1,106.46,2.04,44,5
48,23,96.71,9.31,56,2
75,6,100.2,5.32,100,4
61,24,96.18,5.71,51,3
37,20,97.99,7.21,73,1
71,6,100.3,5.12,47,4
77,37,84.8,0.05,35,5
75,29,100.22,10.46,46,4
69,27,95.7,5.4,92,4
49,22,99.36,9.39,56,2
72,27,95.51,5.18,91,4
68,27,100.58,5.34,45,4
39,18,98.72,7.44,63,1
46,23,96.83,6.67,58,2
74,30,100.44,5.4,96,4
74,30,95.11,10.38,93,4
60,9,96.4,5.82,50,3
83,38,80.63,0.09,41,5
60,8,96.14,6.29,53,3
62,25,96.34,5.85,54,3
48,10,99.12,6.59,85,2
67,7,100.54,10.43,93,4
48,21,99.34,9.23,83,2
68,6,95.3,5.15,46,4
76,37,80.09,3.36,36,5
81,3,81.93,3.03,35,5
65,25,96.35,5.53,87,3
50,10,96.65,6.52,59,2
53,23,96.62,6.59,82,2
49,21,96.87,9.26,59,2
64,9,99.63,5.68,52,3
64,25,99.76,6.36,88,3
61,9,99.98,6.19,88,3
48,10,96.65,6.68,55,2
76,33,80.59,1.86,41,5
35,12,97.29,8.93,79,1
62,25,99.8,5.73,52,3
35,19,98.16,8.77,71,1
76,4,105.31,1.57,40,5
78,36,109.25,2.69,44,5
68,7,95.13,10.11,48,4
65,8,99.97,6.39,90,3
80,5,82.56,2.9,117,5
86,4,106.37,2.67,40,5
82,37,82.79,2.23,124,5
40,12,98.32,8.74,77,1
35,15,97.8,8.54,61,1
61,24,96.28,5.65,90,3
52,10,99.38,6.82,85,2
53,21,96.75,6.74,55,2
78,32,109.03,3.28,39,5
64,25,96.02,6.28,89,3
56,9,96.28,6.09,54,3
31,16,98.38,8.51,64,1
52,11,99.39,6.71,81,2
42,15,98.12,8.99,71,1
51,23,96.57,9.07,82,2
58,26,96.29,6.34,88,3
62,8,95.92,6.25,89,3
87,34,106.45,0.16,113,5
49,22,99.16,9.12,58,2
74,6,95.38,5.38,48,4
40,18,97.76,8.67,68,1
72,7,100.57,5.02,49,4
37,12,98.63,7.01,79,1
54,11,99.34,9.19,56,2
64,9,96.0,5.79,51,3
89,2,82.92,2.32,119,5
73,6,100.65,5.19,100,4
55,10,99.31,9.09,58,2
41,17,97.18,8.94,72,1
79,0,105.72,3.98,35,5
67,6,95.69,10.37,46,4
48,22,96.7,9.28,82,2
84,32,82.34,2.58,40,5
84,31,106.83,0.52,121,5
32,18,97.34,7.68,63,1
52,11,96.88,6.77,84,2
69,7,95.8,5.17,93,4
43,19,97.87,8.04,69,1
32,12,98.17,7.02,76,1
56,9,96.21,5.7,87,3
55,23,99.42,6.76,82,2
57,25,99.99,6.09,50,3
57,24,99.8,5.54,90,3
70,30,100.28,10.01,94,4
46,21,99.13,6.79,58,2
54,21,96.58,6.64,57,2
56,24,96.04,6.05,54,3
72,6,100.4,10.47,100,4
90,37,82.33,1.76,43,5
54,10,99.37,6.8,55,2
59,24,96.33,5.84,89,3
35,16,97.46,8.74,63,1
51,21,99.19,9.02,58,2
77,33,106.86,0.36,117,5
34,16,97.27,8.96,76,1
82,36,82.65,2.59,43,5
68,30,100.27,10.3,98,4
79,36,106.1,1.93,44,5
61,8,99.92,5.64,54,3
45,13,98.66,7.77,64,1
80,1,108.92,2.95,114,5
77,40,80.17,1.37,126,5
61,9,99.8,5.51,51,3
33,16,98.12,7.52,79,1
45,12,98.47,8.73,74,1
52,11,99.3,6.67,59,2
87,39,84.08,1.6,39,5
58,25,99.62,6.1,53,3
34,12,98.12,7.3,63,1
68,6,95.69,10.08,45,4
55,11,96.59,9.01,56,2
48,21,99.38,6.83,59,2
80,3,81.21,0.25,37,5
54,11,96.58,9.39,85,2
46,21,96.8,6.8,84,2
64,9,99.93,6.22,87,3
37,18,98.28,7.11,73,1
39,14,98.53,8.08,66,1
42,17,98.05,8.74,79,1
72,28,95.02,5.09,49,4
55,23,96.82,6.56,56,2
34,14,98.46,8.95,71,1
79,3,107.38,1.14,123,5
87,36,80.9,1.88,35,5
87,4,109.39,2.4,39,5
48,10,99.14,9.13,56,2
54,10,99.15,6.5,59,2
40,17,97.7,8.28,73,1
37,13,97.59,8.44,78,1
86,35,83.73,2.32,119,5
45,19,97.47,8.87,77,1
30,13,98.44,8.5,72,1
58,8,96.35,5.7,53,3
34,13,98.27,7.16,76,1
32,18,98.08,8.8,65,1
69,29,100.55,10.41,98,4
62,25,96.29,6.15,88,3
72,6,100.65,10.49,49,4
59,9,99.93,6.39,53,3
55,10,96.79,6.87,84,2
49,22,99.49,6.54,84,2
45,19,98.08,8.47,62,1
32,19,97.41,8.42,79,1
68,6,100.45,5.36,92,4
49,23,96.64,6.61,56,2
50,10,96.58,9.28,59,2
59,8,99.91,5.59,52,3
46,22,99.22,6.63,58,2
90,35,108.0,2.25,38,5
33,13,97.53,7.82,67,1
65,24,96.03,6.13,88,3
62,26,96.09,6.37,88,3
80,2,105.43,2.42,38,5
72,28,100.63,10.37,91,4
62,9,95.97,5.88,54,3
90,31,107.29,1.89,40,5
73,30,95.22,10.12,45,4
39,19,97.11,7.56,76,1
61,24,99.91,6.24,50,3
54,11,96.71,6.77,57,2
71,29,100.51,5.15,99,4
58,26,96.29,6.19,50,3
51,10,96.72,9.02,85,2
36,12,98.54,7.7,70,1
59,24,96.22,5.58,86,3
39,16,97.37,7.75,71,1
38,15,98.63,7.47,65,1
54,23,99.22,9.03,81,2
72,7,100.4,5.18,46,4
84,34,108.2,2.75,36,5
45,15,97.72,7.65,76,1
64,24,99.71,6.04,86,3
51,23,96.61,6.66,85,2
60,24,99.72,6.15,51,3
90,32,105.24,2.64,120,5
46,22,99.2,9.26,59,2
62,24,96.03,6.12,87,3
49,11,96.58,6.66,81,2
83,36,84.89,1.32,123,5
35,12,98.7,8.66,78,1
68,7,100.56,5.16,46,4
65,9,96.17,5.51,86,3
58,24,99.68,5.67,51,3
61,25,96.32,6.2,50,3
62,9,99.95,5.51,53,3
33,19,97.02,7.27,64,1
55,10,96.53,6.59,55,2
33,20,97.41,9.0,62,1
90,36,81.23,3.05,129,5
64,24,99.76,5.84,54,3
57,26,96.3,5.78,53,3
64,8,99.98,5.56,90,3
39,16,97.51,7.49,66,1
88,3,108.26,3.48,122,5
58,26,95.99,5.85,51,3
66,6,95.79,5.37,46,4
47,11,96.7,6.61,84,2
90,36,105.33,2.7,43,5
32,13,97.04,7.5,65,1
68,28,100.51,10.25,47,4
72,6,95.71,10.25,48,4
80,5,80.84,0.87,41,5
67,28,100.17,5.04,99,4
35,15,97.92,8.47,72,1
51,11,99.25,6.59,55,2
78,1,107.64,2.76,112,5
35,20,97.24,7.28,73,1
77,1,107.33,0.06,126,5
52,21,96.75,9.31,81,2
64,24,96.1,6.14,53,3
87,38,109.47,2.15,44,5
78,3,107.69,3.15,117,5
65,25,96.38,5.62,52,3
56,8,99.83,5.8,50,3
63,24,96.33,6.07,88,3
72,27,100.54,5.28,45,4
83,39,82.77,1.45,42,5
54,10,96.69,9.08,58,2
50,22,96.8,9.29,58,2
46,21,99.41,9.07,57,2
42,17,97.72,7.99,62,1
39,19,98.24,8.26,68,1
73,6,100.66,5.03,95,4
56,25,96.06,5.74,54,3
35,17,98.14,8.14,80,1
69,7,100.21,10.45,92,4
35,17,98.23,8.33,60,1
50,23,99.19,6.64,81,2
43,20,97.52,8.72,60,1
43,15,98.53,7.72,73,1
56,8,99.9,6.16,87,3
64,26,99.93,5.66,53,3
37,13,98.65,8.94,72,1
87,32,105.06,0.7,116,5
66,29,100.66,5.09,48,4
52,10,96.78,9.26,83,2
52,21,99.45,9.0,82,2
65,8,99.67,5.81,90,3
75,30,100.24,10.12,97,4
39,14,98.31,8.46,66,1
72,29,100.23,10.06,47,4
67,27,95.43,5.17,49,4
87,33,83.01,0.92,125,5
74,27,100.33,10.47,100,4
56,26,99.75,5.76,53,3
82,36,105.08,1.65,40,5
53,10,96.72,6.63,82,2
51,22,96.73,6.71,55,2
85,31,106.99,2.92,44,5
33,13,98.28,7.45,76,1
48,10,96.53,6.72,55,2
77,38,81.58,3.43,41,5
59,24,99.61,5.58,89,3
69,6,100.14,10.45,47,4
90,0,81.64,0.63,36,5
74,6,95.58,5.16,100,4
45,19,98.94,8.6,71,1
61,25,96.29,6.4,51,3
57,9,96.22,6.09,53,3
43,15,97.01,7.44,62,1
54,23,96.77,9.09,82,2
45,20,97.83,8.52,67,1
62,8,95.96,6.2,87,3
72,7,100.45,5.03,100,4
67,7,100.55,5.17,46,4
57,25,96.26,6.38,53,3
56,24,95.9,6.28,89,3
49,23,96.51,6.7,84,2
88,4,106.54,3.95,44,5
61,24,99.8,6.36,50,3
68,7,100.51,5.02,48,4
43,12,98.31,8.59,66,1
33,14,97.97,9.0,70,1
77,1,109.26,0.2,123,5
48,22,96.81,9.23,82,2
46,10,99.48,6.67,84,2
87,32,105.06,0.26,124,5
50,22,96.81,6.71,56,2
35,20,97.44,7.61,79,1
84,4,109.98,0.22,119,5
62,24,99.8,6.26,54,3
62,25,99.92,5.82,89,3
71,6,100.4,10.05,48,4
62,24,99.64,5.54,54,3
85,4,107.74,2.13,40,5
75,30,100.48,5.18,49,4
61,9,96.25,5.58,90,3
53,21,99.47,6.64,57,2
69,29,95.47,10.36,92,4
37,20,98.57,8.16,64,1
50,22,99.26,6.63,85,2
70,27,95.6,5.38,48,4
47,10,99.33,9.41,81,2
30,16,98.81,7.06,68,1
57,24,95.92,6.26,54,3
46,10,96.7,6.6,84,2
81,4,105.5,2.43,115,5
40,14,98.6,7.27,63,1
57,26,96.16,5.83,52,3
39,12,97.86,8.51,60,1
71,7,95.26,10.16,49,4
84,36,81.39,0.58,43,5
79,1,105.46,2.35,41,5
53,21,96.64,9.07,83,2
53,23,99.23,6.53,83,2
64,8,96.29,5.83,87,3
72,30,95.04,10.11,91,4
30,13,97.5,8.11,65,1
80,32,105.93,2.45,125,5
50,10,99.16,9.03,57,2
44,15,98.12,8.62,77,1
68,29,100.44,10.0,93,4
54,22,96.88,9.11,84,2
55,10,96.7,9.38,85,2
86,39,83.81,1.12,40,5
51,21,99.36,9.28,83,2
61,26,96.22,6.36,86,3
42,20,98.67,8.41,74,1
85,32,108.94,0.52,119,5
86,37,109.87,1.87,37,5
40,14,97.76,8.02,77,1
72,6,95.69,10.42,100,4
45,16,97.11,7.66,72,1
40,20,97.02,7.09,60,1
52,10,99.25,6.54,81,2
52,11,99.2,6.55,82,2
73,7,95.54,5.38,93,4
52,23,99.48,9.46,83,2
75,6,95.43,10.01,96,4
78,32,109.85,2.44,116,5
80,0,107.23,2.66,121,5
39,17,98.78,7.8,69,1
78,4,81.54,1.03,117,5
35,14,97.31,7.04,65,1
56,26,99.99,5.51,53,3
48,22,99.14,6.72,57,2
60,8,95.95,5.9,86,3
53,23,99.22,6.85,85,2
64,26,96.23,5.59,51,3
67,7,100.5,5.05,91,4
68,6,95.76,5.3,93,4
58,25,99.82,5.66,50,3
62,25,99.88,5.55,89,3
30,16,97.78,7.55,63,1
47,10,99.38,9.22,56,2
49,22,96.78,6.63,59,2
60,8,95.97,5.56,51,3
75,27,100.31,5.34,49,4
79,3,105.66,2.27,125,5
42,12,98.35,7.6,61,1
60,26,99.89,5.78,86,3
73,28,95.75,10.39,49,4
40,13,97.11,7.37,71,1
40,20,98.2,8.77,70,1
35,12,98.46,8.16,69,1
61,8,96.29,6.07,87,3
48,22,99.15,9.39,85,2
61,8,99.98,5.74,54,3
75,6,95.68,10.1,48,4
47,10,96.63,9.28,81,2
46,21,96.63,6.89,84,2
68,29,100.41,10.03,47,4
71,7,95.76,5.3,45,4
49,22,99.41,9.13,81,2
75,7,100.39,10.45,95,4
60,8,99.86,5.55,87,3
69,7,95.14,5.32,99,4
67,6,95.35,10.32,93,4
62,8,95.96,5.61,86,3
36,19,98.18,8.74,63,1
83,3,84.86,1.05,115,5
70,30,100.23,5.05,91,4
34,14,97.96,8.39,70,1
36,15,97.36,7.22,73,1
50,10,99.45,9.23,58,2
57,26,96.39,6.15,87,3
54,22,99.46,6.62,57,2
79,2,81.37,1.29,122,5
52,21,99.42,6.61,82,2
88,36,105.64,2.82,40,5
74,7,100.51,10.13,91,4
62,25,99.81,5.71,88,3
59,24,96.25,5.83,51,3
58,9,96.34,6.39,53,3
67,6,95.37,10.34,47,4
32,20,97.95,7.52,70,1
81,0,84.3,0.11,41,5
69,29,95.66,5.28,99,4
65,8,96.29,5.81,52,3
78,34,106.02,0.74,121,5
79,39,106.6,0.34,40,5
77,33,109.82,0.49,40,5
75,6,100.34,5.26,100,4
41,12,97.06,8.25,60,1
63,8,96.29,6.03,86,3
73,6,100.12,10.28,49,4
49,22,96.67,6.56,82,2
64,25,96.39,6.36,88,3
63,8,96.15,5.74,54,3
